model,modification,original_mean_f1,modified_mean_f1,mean_f1_pct_change,p_value,significance,original_micro_f1,modified_micro_f1,micro_f1_pct_change
GPT2,derivation,0.5278787140679724,0.4989277133778412,-5.484403882669769,0.0750477365274088,.,"{'micro_f1': 0.6666666666666666, 'LOCATION': {'f1': 0.8224299065420562, 'support': 51}, 'PERSON': {'f1': 0.761904761904762, 'support': 30}, 'ORGANIZATION': {'f1': 0.6428571428571429, 'support': 44}, 'OTHER': {'f1': 0.36363636363636365, 'support': 11}, 'EVENT': {'f1': 0.5714285714285715, 'support': 15}, 'ART': {'f1': 0.4444444444444445, 'support': 4}, 'PRODUCT': {'f1': 0.28571428571428564, 'support': 10}, 'BUILDING': {'f1': 0.5, 'support': 5}, 'support': 170}","{'micro_f1': 0.6257309941520467, 'LOCATION': {'f1': 0.7766990291262136, 'support': 47}, 'PERSON': {'f1': 0.761904761904762, 'support': 30}, 'ORGANIZATION': {'f1': 0.5853658536585366, 'support': 42}, 'OTHER': {'f1': 0.43478260869565216, 'support': 11}, 'EVENT': {'f1': 0.5714285714285715, 'support': 15}, 'ART': {'f1': 0.4, 'support': 4}, 'PRODUCT': {'f1': 0.1904761904761905, 'support': 10}, 'BUILDING': {'f1': 0.5, 'support': 5}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'LOCATION-NATIVE': {'f1': 0.0, 'support': 1}, 'LOCATIONAN': {'f1': 0.0, 'support': 1}, 'support': 168}",-6.14035087719299
GPT2,punctuation,0.5063583449574162,0.5206895692886405,2.8302534112338145,0.4766886932616416,ns,"{'micro_f1': 0.6626262626262626, 'PERSON': {'f1': 0.8224299065420562, 'support': 51}, 'LOCATION': {'f1': 0.7555555555555556, 'support': 60}, 'ORGANIZATION': {'f1': 0.52, 'support': 56}, 'OTHER': {'f1': 0.5333333333333333, 'support': 30}, 'EVENT': {'f1': 0.56, 'support': 14}, 'PRODUCT': {'f1': 0.45714285714285713, 'support': 17}, 'ART': {'f1': 0.8000000000000002, 'support': 10}, 'BUILDING': {'f1': 0.6153846153846154, 'support': 8}, 'support': 246}","{'micro_f1': 0.6666666666666666, 'PERSON': {'f1': 0.8076923076923077, 'support': 50}, 'LOCATION': {'f1': 0.7384615384615385, 'support': 58}, 'ORGANIZATION': {'f1': 0.5544554455445545, 'support': 56}, 'OTHER': {'f1': 0.5423728813559322, 'support': 30}, 'EVENT': {'f1': 0.64, 'support': 14}, 'PRODUCT': {'f1': 0.47058823529411764, 'support': 17}, 'ART': {'f1': 0.888888888888889, 'support': 10}, 'BUILDING': {'f1': 0.6153846153846154, 'support': 8}, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'EVENTTO': {'f1': 0.0, 'support': 1}, 'support': 245}",0.6097560975609796
GPT2,casual,0.4827365728900256,0.4856366459627328,0.6007568590349931,0.8676071167755057,ns,"{'micro_f1': 0.6652078774617067, 'ART': {'f1': 0.7857142857142856, 'support': 13}, 'ORGANIZATION': {'f1': 0.6222222222222222, 'support': 74}, 'PERSON': {'f1': 0.7804878048780488, 'support': 42}, 'PRODUCT': {'f1': 0.5106382978723404, 'support': 23}, 'LOCATION': {'f1': 0.761904761904762, 'support': 57}, 'EVENT': {'f1': 0.28571428571428575, 'support': 5}, 'OTHER': {'f1': 0.20000000000000004, 'support': 10}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 6}, 'support': 230}","{'micro_f1': 0.6710526315789473, 'ART': {'f1': 0.7857142857142856, 'support': 13}, 'ORGANIZATION': {'f1': 0.5909090909090908, 'support': 72}, 'PERSON': {'f1': 0.7317073170731706, 'support': 42}, 'PRODUCT': {'f1': 0.5, 'support': 23}, 'LOCATION': {'f1': 0.7839999999999999, 'support': 56}, 'EVENT': {'f1': 0.4000000000000001, 'support': 5}, 'OTHER': {'f1': 0.7058823529411764, 'support': 10}, 'BUILDING': {'f1': 0.7142857142857143, 'support': 6}, ""'OTHER"": {'f1': 0.0, 'support': 1}, 'NON-ORGANIZATION': {'f1': 0.0, 'support': 1}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 2}, 'support': 231}",0.8786357340720266
GPT2,geographical_bias,0.5940064260998517,0.6057660491097024,1.97971309621388,0.9577607326913632,ns,"{'micro_f1': 0.6676646706586826, 'ORGANIZATION': {'f1': 0.6194029850746268, 'support': 140}, 'EVENT': {'f1': 0.48484848484848486, 'support': 37}, 'ART': {'f1': 0.0, 'support': 0}, 'LOCATION': {'f1': 0.8363636363636364, 'support': 72}, 'PRODUCT': {'f1': 0.41935483870967744, 'support': 29}, 'PERSON': {'f1': 1.0, 'support': 37}, 'OTHER': {'f1': 0.0, 'support': 4}, 'BUILDING': {'f1': 0.5, 'support': 10}, 'support': 329}","{'micro_f1': 0.6305732484076433, 'ORGANIZATION': {'f1': 0.6696428571428571, 'support': 104}, 'EVENT': {'f1': 0.6071428571428571, 'support': 28}, 'LOCATION': {'f1': 0.7457627118644068, 'support': 84}, 'PRODUCT': {'f1': 0.3404255319148936, 'support': 23}, 'PERSON': {'f1': 0.7792207792207793, 'support': 39}, 'BUILDING': {'f1': 0.11764705882352941, 'support': 12}, 'OTHER': {'f1': 0.15384615384615385, 'support': 12}, 'ART': {'f1': 0.0, 'support': 9}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 1}, 'NON-ENTITY': {'f1': 0.0, 'support': 1}, 'support': 313}",-5.555396875267776
BERT,capitalization,0.7302121848739495,0.72143837535014,-1.201542470196387,0.0431144467830753,*,"{'micro_f1': 0.7837837837837838, 'PRODUCT': {'f1': 0.7083333333333334, 'support': 25}, 'PERSON': {'f1': 0.8536585365853658, 'support': 41}, 'OTHER': {'f1': 0.7368421052631579, 'support': 31}, 'LOCATION': {'f1': 0.8928571428571428, 'support': 53}, 'ORGANIZATION': {'f1': 0.7311827956989246, 'support': 51}, 'EVENT': {'f1': 0.9333333333333333, 'support': 8}, 'BUILDING': {'f1': 0.823529411764706, 'support': 8}, 'ART': {'f1': 0.3157894736842105, 'support': 6}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 224}","{'micro_f1': 0.7664399092970522, 'PRODUCT': {'f1': 0.6808510638297872, 'support': 24}, 'PERSON': {'f1': 0.8292682926829268, 'support': 41}, 'OTHER': {'f1': 0.7142857142857142, 'support': 30}, 'LOCATION': {'f1': 0.8828828828828829, 'support': 52}, 'ORGANIZATION': {'f1': 0.7311827956989246, 'support': 51}, 'EVENT': {'f1': 0.9333333333333333, 'support': 8}, 'BUILDING': {'f1': 0.7058823529411765, 'support': 8}, 'ART': {'f1': 0.3157894736842105, 'support': 6}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 221}",-2.21283915865196
BERT,coordinating_conjunction,0.7495961688584639,0.772433395384215,3.046603954837326,0.3644983427077299,ns,"{'micro_f1': 0.7813411078717202, 'PERSON': {'f1': 0.830188679245283, 'support': 29}, 'LOCATION': {'f1': 0.838709677419355, 'support': 72}, 'PRODUCT': {'f1': 0.761904761904762, 'support': 12}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 4}, 'ORGANIZATION': {'f1': 0.6500000000000001, 'support': 42}, 'EVENT': {'f1': 0.6, 'support': 5}, 'OTHER': {'f1': 1.0, 'support': 7}, 'ART': {'f1': 1.0, 'support': 1}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'support': 174}","{'micro_f1': 0.7938931297709924, 'PERSON': {'f1': 0.9333333333333333, 'support': 31}, 'LOCATION': {'f1': 0.8333333333333334, 'support': 83}, 'PRODUCT': {'f1': 0.8148148148148148, 'support': 15}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 4}, 'ORGANIZATION': {'f1': 0.6511627906976744, 'support': 45}, 'EVENT': {'f1': 0.6666666666666666, 'support': 6}, 'LOCATION-BASED': {'f1': 0.0, 'support': 2}, 'OTHER': {'f1': 0.9333333333333332, 'support': 9}, 'ART': {'f1': 1.0, 'support': 1}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'NON-ENTITY': {'f1': 0.0, 'support': 1}, 'support': 199}",1.6064714594964022
BERT,length_bias,0.6367131217035309,0.5989794217575547,-5.92632673330485,0.288703205584746,ns,"{'micro_f1': 0.7288503253796096, 'ART': {'f1': 0.5499999999999999, 'support': 13}, 'ORGANIZATION': {'f1': 0.7401574803149605, 'support': 74}, 'PERSON': {'f1': 0.8433734939759037, 'support': 42}, 'PRODUCT': {'f1': 0.6222222222222223, 'support': 23}, 'LOCATION': {'f1': 0.8346456692913385, 'support': 57}, 'EVENT': {'f1': 0.22222222222222224, 'support': 5}, 'OTHER': {'f1': 0.33333333333333326, 'support': 10}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 6}, 'support': 230}","{'micro_f1': 0.715203426124197, 'ART': {'f1': 0.5499999999999999, 'support': 13}, 'ORGANIZATION': {'f1': 0.6870229007633587, 'support': 72}, 'PERSON': {'f1': 0.8500000000000001, 'support': 42}, 'PRODUCT': {'f1': 0.6808510638297872, 'support': 23}, 'LOCATION': {'f1': 0.78125, 'support': 56}, 'EVENT': {'f1': 0.22222222222222224, 'support': 5}, 'OTHER': {'f1': 0.7058823529411764, 'support': 10}, 'BUILDING': {'f1': 0.7272727272727272, 'support': 6}, ""'OTHER"": {'f1': 0.0, 'support': 1}, 'NON-ORGANIZATION': {'f1': 0.0, 'support': 1}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 2}, 'support': 231}",-1.8723870704598868
BERT,concept_replacement,0.6526798864342117,0.6323209259022408,-3.11928725783142,0.1957342614924444,ns,"{'micro_f1': 0.7490039840637451, 'LOCATION': {'f1': 0.8552631578947367, 'support': 71}, 'ORGANIZATION': {'f1': 0.7090909090909091, 'support': 65}, 'PERSON': {'f1': 0.8470588235294119, 'support': 42}, 'ART': {'f1': 0.6046511627906977, 'support': 14}, 'PRODUCT': {'f1': 0.6500000000000001, 'support': 21}, 'OTHER': {'f1': 0.6341463414634146, 'support': 21}, 'EVENT': {'f1': 0.47619047619047616, 'support': 11}, 'BUILDING': {'f1': 0.8000000000000002, 'support': 5}, 'support': 250}","{'micro_f1': 0.7272727272727272, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'LOCATION': {'f1': 0.84, 'support': 69}, 'ORGANIZATION': {'f1': 0.6956521739130435, 'support': 65}, 'PERSON': {'f1': 0.8139534883720929, 'support': 42}, 'ART': {'f1': 0.5909090909090909, 'support': 14}, 'PRODUCT': {'f1': 0.6, 'support': 21}, 'OTHER': {'f1': 0.5500000000000002, 'support': 21}, 'EVENT': {'f1': 0.5714285714285713, 'support': 11}, 'BUILDING': {'f1': 0.888888888888889, 'support': 5}, 'support': 249}",-2.901353965183779
BERT,grammatical_role,0.6782290766167449,0.6549176490884498,-3.4371023496339923,0.6637553618277465,ns,"{'micro_f1': 0.7454175152749489, 'LOCATION': {'f1': 0.8571428571428572, 'support': 81}, 'ORGANIZATION': {'f1': 0.6666666666666666, 'support': 54}, 'PERSON': {'f1': 0.8571428571428571, 'support': 53}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 5}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 1}, 'EVENT': {'f1': 0.28571428571428575, 'support': 8}, 'PRODUCT': {'f1': 0.5294117647058824, 'support': 19}, 'OTHER': {'f1': 0.5454545454545454, 'support': 12}, 'ART': {'f1': 0.6666666666666667, 'support': 13}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'support': 248}","{'micro_f1': 0.7377049180327869, 'LOCATION': {'f1': 0.8390804597701149, 'support': 80}, 'ORGANIZATION': {'f1': 0.631578947368421, 'support': 55}, 'PERSON': {'f1': 0.8679245283018869, 'support': 53}, 'BUILDING': {'f1': 0.8000000000000002, 'support': 5}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 1}, 'EVENT': {'f1': 0.39999999999999997, 'support': 8}, 'PRODUCT': {'f1': 0.45714285714285713, 'support': 19}, 'OTHER': {'f1': 0.6250000000000001, 'support': 7}, 'ART': {'f1': 0.6666666666666667, 'support': 13}, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'LOCATIONN': {'f1': 0.0, 'support': 2}, 'support': 244}",-1.034668099973099
BERT,sentiment,0.6972108063571479,0.6882835547469693,-1.2804235862066649,0.374831319483876,ns,"{'micro_f1': 0.8161888701517707, 'LOCATION': {'f1': 0.8690476190476191, 'support': 81}, 'ORGANIZATION': {'f1': 0.7962962962962964, 'support': 57}, 'PERSON': {'f1': 0.9103448275862069, 'support': 71}, 'OTHER': {'f1': 0.75, 'support': 31}, 'PRODUCT': {'f1': 0.5853658536585366, 'support': 23}, 'BUILDING': {'f1': 0.7200000000000001, 'support': 10}, 'EVENT': {'f1': 0.6666666666666665, 'support': 15}, 'ART': {'f1': 0.7826086956521738, 'support': 12}, 'support': 300}","{'micro_f1': 0.7899159663865546, 'LOCATION': {'f1': 0.8554913294797687, 'support': 80}, 'ORGANIZATION': {'f1': 0.7636363636363637, 'support': 57}, 'PERSON': {'f1': 0.8732394366197183, 'support': 71}, 'OTHER': {'f1': 0.6538461538461537, 'support': 31}, 'PRODUCT': {'f1': 0.6341463414634146, 'support': 23}, 'BUILDING': {'f1': 0.6923076923076923, 'support': 10}, 'EVENT': {'f1': 0.6666666666666665, 'support': 15}, 'ART': {'f1': 0.7826086956521738, 'support': 12}, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'support': 300}",-3.2189735398291592
BERT,dialectal,0.6183254109724697,0.5079238481199265,-17.854928957053442,4.468387345230041e-06,**,"{'micro_f1': 0.7658643326039387, 'PERSON': {'f1': 0.8468468468468467, 'support': 56}, 'ORGANIZATION': {'f1': 0.7628865979381443, 'support': 54}, 'OTHER': {'f1': 0.7619047619047619, 'support': 21}, 'LOCATION': {'f1': 0.7999999999999999, 'support': 47}, 'PRODUCT': {'f1': 0.5555555555555555, 'support': 17}, 'BUILDING': {'f1': 0.8571428571428571, 'support': 6}, 'ART': {'f1': 0.7222222222222222, 'support': 15}, 'EVENT': {'f1': 0.5, 'support': 8}, 'support': 224}","{'micro_f1': 0.6205450733752621, 'PERSON': {'f1': 0.736842105263158, 'support': 56}, 'LOCATION': {'f1': 0.638655462184874, 'support': 47}, 'ORGANIZATION': {'f1': 0.6599999999999999, 'support': 54}, 'OTHER': {'f1': 0.5777777777777778, 'support': 21}, 'ART': {'f1': 0.43478260869565216, 'support': 7}, 'PRODUCT': {'f1': 0.45714285714285713, 'support': 16}, 'EVENT': {'f1': 0.5, 'support': 8}, 'BUILDING': {'f1': 0.7692307692307692, 'support': 6}, ""'ORGANIZATION"": {'f1': 0.0, 'support': 2}, ""'OTHER"": {'f1': 0.0, 'support': 2}, ""'ART"": {'f1': 0.0, 'support': 8}, 'support': 227}",-18.97454327643006
BERT,discourse,0.6580181574054124,0.6605389889703615,0.3830945296234395,0.8442232365389633,ns,"{'micro_f1': 0.7904509283819628, 'PERSON': {'f1': 0.8846153846153846, 'support': 53}, 'PRODUCT': {'f1': 0.5833333333333334, 'support': 14}, 'LOCATION': {'f1': 0.7524752475247526, 'support': 45}, 'BUILDING': {'f1': 0.7692307692307692, 'support': 7}, 'OTHER': {'f1': 0.7692307692307692, 'support': 27}, 'ORGANIZATION': {'f1': 0.7666666666666667, 'support': 31}, 'EVENT': {'f1': 0.888888888888889, 'support': 10}, 'ART': {'f1': 0.8, 'support': 2}, 'support': 189}","{'micro_f1': 0.7851458885941643, 'PERSON': {'f1': 0.8823529411764707, 'support': 53}, 'PRODUCT': {'f1': 0.6086956521739131, 'support': 14}, 'LOCATION': {'f1': 0.7647058823529413, 'support': 45}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 7}, 'OTHER': {'f1': 0.84, 'support': 27}, 'ORGANIZATION': {'f1': 0.7076923076923077, 'support': 31}, 'EVENT': {'f1': 0.888888888888889, 'support': 10}, 'ART': {'f1': 0.4, 'support': 2}, 'support': 189}",-0.6711409395973276
BERT,typo_bias,0.6267798525004407,0.6072506953830483,-3.115792098211805,0.4626609439374403,ns,"{'micro_f1': 0.7454909819639279, 'LOCATION': {'f1': 0.8095238095238095, 'support': 56}, 'EVENT': {'f1': 0.625, 'support': 17}, 'PERSON': {'f1': 0.9056603773584906, 'support': 52}, 'BUILDING': {'f1': 0.7368421052631577, 'support': 9}, 'ORGANIZATION': {'f1': 0.6464646464646465, 'support': 57}, 'ART': {'f1': 0.5806451612903226, 'support': 12}, 'PRODUCT': {'f1': 0.5833333333333334, 'support': 13}, 'OTHER': {'f1': 0.7096774193548386, 'support': 33}, 'support': 249}","{'micro_f1': 0.7385229540918163, 'LOCATION': {'f1': 0.8031496062992126, 'support': 56}, 'EVENT': {'f1': 0.5806451612903226, 'support': 17}, 'PERSON': {'f1': 0.897196261682243, 'support': 52}, 'BUILDING': {'f1': 0.7058823529411765, 'support': 9}, 'ORGANIZATION': {'f1': 0.6534653465346535, 'support': 57}, 'ART': {'f1': 0.5625000000000001, 'support': 12}, 'PRODUCT': {'f1': 0.608695652173913, 'support': 13}, 'OTHER': {'f1': 0.6984126984126984, 'support': 33}, 'support': 249}",-0.9346897602644312
BERT,compound_word,0.671760484157885,0.6428291441800333,-4.306793963047684,0.0418105429765788,*,"{'micro_f1': 0.7864077669902912, 'LOCATION': {'f1': 0.864, 'support': 58}, 'PRODUCT': {'f1': 0.56, 'support': 14}, 'OTHER': {'f1': 0.6666666666666666, 'support': 12}, 'ORGANIZATION': {'f1': 0.7032967032967034, 'support': 53}, 'PERSON': {'f1': 0.9195402298850575, 'support': 42}, 'BUILDING': {'f1': 0.7777777777777777, 'support': 8}, 'EVENT': {'f1': 0.888888888888889, 'support': 10}, 'ART': {'f1': 0.5185185185185185, 'support': 10}, 'support': 207}","{'micro_f1': 0.7554479418886199, 'LOCATION': {'f1': 0.8387096774193548, 'support': 57}, 'PRODUCT': {'f1': 0.5384615384615384, 'support': 14}, 'OTHER': {'f1': 0.6666666666666666, 'support': 12}, 'ORGANIZATION': {'f1': 0.6666666666666666, 'support': 53}, 'PERSON': {'f1': 0.8705882352941177, 'support': 42}, 'BUILDING': {'f1': 0.7777777777777777, 'support': 8}, 'LOCATION-BASED': {'f1': 0.0, 'support': 1}, 'EVENT': {'f1': 0.888888888888889, 'support': 10}, 'ART': {'f1': 0.5185185185185185, 'support': 10}, 'support': 207}",-3.9368666487310535
BERT,negation,0.6147354606178136,0.589167205343676,-4.159228954913608,0.1121232041541001,ns,"{'micro_f1': 0.7270114942528737, 'LOCATION': {'f1': 0.8305084745762712, 'support': 114}, 'ORGANIZATION': {'f1': 0.6482758620689655, 'support': 85}, 'PRODUCT': {'f1': 0.6363636363636364, 'support': 25}, 'ART': {'f1': 0.6363636363636364, 'support': 21}, 'PERSON': {'f1': 0.8461538461538461, 'support': 36}, 'BUILDING': {'f1': 0.896551724137931, 'support': 16}, 'OTHER': {'f1': 0.6376811594202899, 'support': 30}, 'EVENT': {'f1': 0.3448275862068966, 'support': 16}, 'support': 343}","{'micro_f1': 0.7104477611940299, 'LOCATION': {'f1': 0.7946428571428571, 'support': 106}, 'ORGANIZATION': {'f1': 0.6231884057971016, 'support': 82}, 'PRODUCT': {'f1': 0.6511627906976745, 'support': 25}, 'PERSON': {'f1': 0.8571428571428571, 'support': 36}, 'BUILDING': {'f1': 0.923076923076923, 'support': 14}, 'OTHER': {'f1': 0.65625, 'support': 30}, 'ART': {'f1': 0.625, 'support': 20}, 'EVENT': {'f1': 0.39999999999999997, 'support': 16}, 'LOCATION-BASED': {'f1': 0.0, 'support': 4}, 'support': 333}",-2.2783316618488763
BERT,temporal_bias,0.6438918762771381,0.6618405942258561,2.7875360149741466,0.2197684795021611,ns,"{'micro_f1': 0.7619047619047619, 'PERSON': {'f1': 0.8470588235294119, 'support': 42}, 'OTHER': {'f1': 0.7555555555555556, 'support': 25}, 'LOCATION': {'f1': 0.8333333333333333, 'support': 62}, 'ORGANIZATION': {'f1': 0.7378640776699029, 'support': 58}, 'PRODUCT': {'f1': 0.6060606060606061, 'support': 19}, 'BUILDING': {'f1': 0.6153846153846154, 'support': 5}, 'ART': {'f1': 0.5, 'support': 9}, 'EVENT': {'f1': 0.7692307692307692, 'support': 14}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 235}","{'micro_f1': 0.7645788336933046, 'PERSON': {'f1': 0.8333333333333334, 'support': 42}, 'OTHER': {'f1': 0.7555555555555556, 'support': 25}, 'LOCATION': {'f1': 0.8421052631578947, 'support': 62}, 'ORGANIZATION': {'f1': 0.7378640776699029, 'support': 58}, 'PRODUCT': {'f1': 0.7058823529411765, 'support': 19}, 'BUILDING': {'f1': 0.5714285714285714, 'support': 5}, 'ART': {'f1': 0.5, 'support': 9}, 'EVENT': {'f1': 0.7200000000000001, 'support': 14}, 'S.J.V.PERSON': {'f1': 0.0, 'support': 1}, 'support': 235}",0.3509719222462334
BERT,active_to_passive,0.6560641952254151,0.6407208119081756,-2.3387015217265,0.3056438895461346,ns,"{'micro_f1': 0.7769784172661871, 'ORGANIZATION': {'f1': 0.7105263157894737, 'support': 41}, 'LOCATION': {'f1': 0.8536585365853658, 'support': 39}, 'PERSON': {'f1': 0.9285714285714285, 'support': 55}, 'ART': {'f1': 0.64, 'support': 9}, 'PRODUCT': {'f1': 0.6875000000000001, 'support': 18}, 'BUILDING': {'f1': 0.6666666666666666, 'support': 10}, 'OTHER': {'f1': 0.6976744186046512, 'support': 23}, 'EVENT': {'f1': 0.5217391304347826, 'support': 12}, 'support': 207}","{'micro_f1': 0.7577937649880095, 'ORGANIZATION': {'f1': 0.6578947368421052, 'support': 41}, 'LOCATION': {'f1': 0.8674698795180724, 'support': 39}, 'PERSON': {'f1': 0.918918918918919, 'support': 55}, 'ART': {'f1': 0.5833333333333334, 'support': 9}, 'PRODUCT': {'f1': 0.5625, 'support': 17}, 'BUILDING': {'f1': 0.7826086956521738, 'support': 10}, 'OTHER': {'f1': 0.6363636363636364, 'support': 22}, 'EVENT': {'f1': 0.5833333333333334, 'support': 12}, 'support': 205}",-2.469135802469149
BERT,derivation,0.683925388337153,0.6893661596870153,0.7955211844219757,0.5991742659401892,ns,"{'micro_f1': 0.7884615384615385, 'LOCATION': {'f1': 0.8863636363636364, 'support': 43}, 'PERSON': {'f1': 0.8656716417910447, 'support': 32}, 'ORGANIZATION': {'f1': 0.7352941176470588, 'support': 38}, 'EVENT': {'f1': 0.5925925925925927, 'support': 14}, 'OTHER': {'f1': 0.8799999999999999, 'support': 12}, 'ART': {'f1': 0.5555555555555556, 'support': 5}, 'PRODUCT': {'f1': 0.5454545454545454, 'support': 7}, 'BUILDING': {'f1': 0.75, 'support': 4}, 'support': 155}","{'micro_f1': 0.7898089171974523, 'LOCATION': {'f1': 0.898876404494382, 'support': 43}, 'PERSON': {'f1': 0.8787878787878787, 'support': 32}, 'ORGANIZATION': {'f1': 0.7058823529411765, 'support': 38}, 'EVENT': {'f1': 0.5925925925925927, 'support': 14}, 'OTHER': {'f1': 0.8461538461538461, 'support': 12}, 'ART': {'f1': 0.5555555555555556, 'support': 5}, 'PRODUCT': {'f1': 0.6666666666666666, 'support': 7}, 'BUILDING': {'f1': 0.75, 'support': 4}, 'support': 155}",0.1708870591890582
